employee_id,full_name,division_id,role_title,employment_status,hire_date,reports_to,created_date
291,Matthew Floyd,retail,Stock Clerk,on_leave,2017-08-20,93,2026-07-30T00:16:10.918705
292,Angela Colon,retail,Cashier,active,2024-03-28,60,2026-07-30T00:16:10.918868
293,Sarah Moore,retail,Cashier,active,2024-06-10,99,2026-07-30T00:16:10.919020
294,Janet Hines,retail,Store Manager,active,2023-10-05,283,2026-07-30T00:16:10.919170
295,Mathew Gillespie,retail,Store Manager,active,2026-04-18,262,2026-07-30T00:16:10.919317
296,Melissa Cherry,retail,Regional Retail Lead,active,2016-11-18,,2026-07-30T00:16:10.919480
297,Joe Gordon,retail,Store Manager,active,2016-11-23,33,2026-07-30T00:16:10.919631
298,Cassandra Miller,retail,Stock Clerk,active,2022-07-14,21,2026-07-30T00:16:10.919781
299,Christopher Lopez,retail,Cashier,active,2018-09-19,49,2026-07-30T00:16:10.919949
300,Heather Hubbard,retail,Regional Retail Lead,terminated,2016-04-15,153,2026-07-30T00:16:10.920101
301,Tiffany Santiago,retail,Cashier,active,2021-02-12,259,2026-07-30T00:16:10.920251
302,Erika Lucas,retail,Stock Clerk,active,2018-05-15,76,2026-07-30T00:16:10.920403
303,Jamie Hampton,retail,Stock Clerk,active,2022-01-11,173,2026-07-30T00:16:10.920555
304,Juan Fletcher,retail,Regional Retail Lead,active,2018-03-16,144,2026-07-30T00:16:10.920706
305,Micheal Williams,retail,Stock Clerk,active,2022-03-01,208,2026-07-30T00:16:10.920864
306,Jennifer Figueroa,retail,Cashier,active,2021-04-21,211,2026-07-30T00:16:10.921018
307,Melissa Stanley,retail,Regional Retail Lead,active,2023-06-15,239,2026-07-30T00:16:10.921169
308,Michael Hughes,retail,Cashier,active,2021-11-20,91,2026-07-30T00:16:10.921318
309,Kelly Mcgee,retail,Regional Retail Lead,active,2023-02-14,14,2026-07-30T00:16:10.921468
310,Justin Russo,retail,Regional Retail Lead,active,2016-04-26,,2026-07-30T00:16:10.921615
311,Kelly Garcia,retail,Store Manager,active,2019-07-12,81,2026-07-30T00:16:10.921764
312,Terry Johnson,retail,Regional Retail Lead,active,2016-04-06,122,2026-07-30T00:16:10.921931
313,Courtney Quinn,retail,Regional Retail Lead,active,2017-09-24,118,2026-07-30T00:16:10.922082
314,Robert Chavez,retail,Store Manager,on_leave,2020-09-03,138,2026-07-30T00:16:10.922229
315,John Goodman,retail,Cashier,active,2023-08-07,110,2026-07-30T00:16:10.922375
316,Matthew Gilmore,retail,Stock Clerk,active,2022-12-12,264,2026-07-30T00:16:10.922520
317,Angela Wilson,retail,Store Manager,active,2018-01-23,146,2026-07-30T00:16:10.922668
318,Tammy Wilson DVM,retail,Cashier,active,2018-11-27,208,2026-07-30T00:16:10.922827
319,Gabriella Gordon,retail,Stock Clerk,active,2018-05-13,102,2026-07-30T00:16:10.922984
320,Savannah Maldonado,retail,Cashier,active,2021-09-09,8,2026-07-30T00:16:10.923133
321,Diana Reed,retail,Cashier,active,2017-03-27,15,2026-07-30T00:16:10.923282
322,Carol Estes,retail,Cashier,active,2016-10-13,183,2026-07-30T00:16:10.923429
323,Tyler Sullivan,retail,Stock Clerk,active,2017-05-11,,2026-07-30T00:16:10.923575
324,Erica Garcia,retail,Stock Clerk,on_leave,2019-04-08,131,2026-07-30T00:16:10.923724
325,Stephanie Faulkner,retail,Store Manager,terminated,2019-01-15,122,2026-07-30T00:16:10.923881
326,Larry Hurst,retail,Stock Clerk,active,2018-09-17,199,2026-07-30T00:16:10.924028
327,Julie Keller,retail,Store Manager,active,2017-02-19,,2026-07-30T00:16:10.924175
328,Keith Gomez,retail,Stock Clerk,active,2016-04-07,65,2026-07-30T00:16:10.924320
329,Katelyn Wright,retail,Store Manager,active,2025-09-19,217,2026-07-30T00:16:10.924468
330,Roger Friedman,retail,Stock Clerk,active,2020-02-22,262,2026-07-30T00:16:10.924613
331,Amanda Guzman,retail,Store Manager,active,2020-03-25,110,2026-07-30T00:16:10.924761
332,Richard Hunter,retail,Regional Retail Lead,active,2024-01-09,175,2026-07-30T00:16:10.924922
333,Michael Sanchez Jr.,retail,Cashier,active,2020-06-13,,2026-07-30T00:16:10.925078
334,Heather Everett,retail,Store Manager,active,2018-07-27,65,2026-07-30T00:16:10.925225
335,Megan Juarez,retail,Stock Clerk,active,2023-06-28,334,2026-07-30T00:16:10.925380
336,Brianna Henderson,retail,Regional Retail Lead,active,2026-05-04,,2026-07-30T00:16:10.925528
337,Patricia Wallace,retail,Regional Retail Lead,on_leave,2023-05-04,,2026-07-30T00:16:10.925675
338,James Petersen,retail,Stock Clerk,active,2021-01-23,23,2026-07-30T00:16:10.925820
339,James Osborne,retail,Stock Clerk,active,2021-03-27,225,2026-07-30T00:16:10.925967
340,Mr. Glenn Ibarra,retail,Cashier,active,2017-09-27,191,2026-07-30T00:16:10.926124
341,Thomas Lin,retail,Stock Clerk,active,2019-02-26,127,2026-07-30T00:16:10.926269
342,Christina Espinoza,retail,Regional Retail Lead,active,2025-11-08,131,2026-07-30T00:16:10.926426
343,Mark Shaw,retail,Store Manager,active,2021-07-23,106,2026-07-30T00:16:10.926573
344,Christopher Fleming,retail,Stock Clerk,on_leave,2021-09-05,54,2026-07-30T00:16:10.926720
345,Victoria Wagner,retail,Store Manager,terminated,2023-05-02,,2026-07-30T00:16:10.926867
346,Peter Nguyen,retail,Stock Clerk,active,2025-08-24,14,2026-07-30T00:16:10.927014
347,Robert Collins,retail,Regional Retail Lead,active,2017-10-27,154,2026-07-30T00:16:10.927159
348,Paige Martin,retail,Cashier,active,2025-07-13,22,2026-07-30T00:16:10.927308
349,Mary Schneider,retail,Store Manager,active,2019-04-07,224,2026-07-30T00:16:10.927660
350,David Boone,retail,Stock Clerk,active,2016-04-05,,2026-07-30T00:16:10.927842
351,Kyle Clarke,retail,Stock Clerk,on_leave,2017-09-24,333,2026-07-30T00:16:10.927992
352,Tammy Kaiser,retail,Regional Retail Lead,active,2023-09-03,198,2026-07-30T00:16:10.928150
353,Ryan Novak,retail,Regional Retail Lead,active,2021-02-19,,2026-07-30T00:16:10.928296
354,Ashley Thomas,retail,Stock Clerk,active,2023-08-09,6,2026-07-30T00:16:10.928448
355,Ashley Singh,retail,Regional Retail Lead,active,2021-02-17,340,2026-07-30T00:16:10.928597
356,Jennifer Davis,retail,Store Manager,active,2023-09-07,336,2026-07-30T00:16:10.928749
357,Benjamin Walker,retail,Stock Clerk,active,2022-08-12,,2026-07-30T00:16:10.928916
358,James Smith,retail,Stock Clerk,active,2022-02-24,2,2026-07-30T00:16:10.929065
359,Joe Perry,retail,Regional Retail Lead,on_leave,2017-10-02,119,2026-07-30T00:16:10.929211
360,Stephen Hamilton,retail,Cashier,active,2021-07-15,352,2026-07-30T00:16:10.929357
361,Jonathan Burke,retail,Regional Retail Lead,active,2022-04-06,117,2026-07-30T00:16:10.929504
362,Lisa Copeland,retail,Stock Clerk,active,2025-06-21,357,2026-07-30T00:16:10.929652
363,Allison Simmons,retail,Stock Clerk,active,2026-04-21,237,2026-07-30T00:16:10.929799
364,Lisa Nash,retail,Stock Clerk,active,2022-01-27,130,2026-07-30T00:16:10.929964
365,Nathan Stevenson,retail,Store Manager,active,2025-04-11,307,2026-07-30T00:16:10.930112
366,David Liu,retail,Cashier,active,2022-08-04,,2026-07-30T00:16:10.930258
367,Rachel Johnson,retail,Store Manager,active,2023-11-12,347,2026-07-30T00:16:10.930413
368,Jonathan Frazier,retail,Cashier,active,2019-03-24,127,2026-07-30T00:16:10.930560
369,Bradley Brady,retail,Store Manager,active,2025-11-20,327,2026-07-30T00:16:10.930707
370,Melissa Burns,retail,Store Manager,active,2022-06-05,335,2026-07-30T00:16:10.930855
371,Amanda Vargas,retail,Store Manager,active,2019-02-13,174,2026-07-30T00:16:10.931020
372,Deanna Fowler,retail,Stock Clerk,active,2018-11-12,337,2026-07-30T00:16:10.931169
373,Jasmine Rubio,retail,Regional Retail Lead,active,2021-04-29,208,2026-07-30T00:16:10.931317
374,Larry Rice,retail,Regional Retail Lead,active,2023-06-15,104,2026-07-30T00:16:10.931464
375,Nicole Ayers,retail,Cashier,active,2025-01-18,71,2026-07-30T00:16:10.931612
376,Jorge George,retail,Stock Clerk,active,2018-03-23,,2026-07-30T00:16:10.931756
377,Cathy Adams,retail,Regional Retail Lead,active,2022-06-21,98,2026-07-30T00:16:10.931912
378,Paul Woodard,retail,Cashier,active,2025-01-19,179,2026-07-30T00:16:10.932059
379,David Watson,retail,Regional Retail Lead,active,2016-12-15,104,2026-07-30T00:16:10.932204
380,Sarah Wise,retail,Store Manager,active,2025-05-19,169,2026-07-30T00:16:10.932352
381,Raven Vasquez,retail,Cashier,active,2019-06-09,330,2026-07-30T00:16:10.932501
382,Kendra Randall,retail,Regional Retail Lead,on_leave,2024-08-24,178,2026-07-30T00:16:10.932649
383,Tammy Campbell,retail,Regional Retail Lead,active,2017-02-22,120,2026-07-30T00:16:10.932803
384,Zachary Graham,retail,Cashier,active,2016-03-03,18,2026-07-30T00:16:10.932959
385,Lauren Johnson,retail,Stock Clerk,active,2016-03-15,116,2026-07-30T00:16:10.933109
386,Deborah Christian,retail,Regional Retail Lead,active,2017-11-04,,2026-07-30T00:16:10.933257
387,Kelly Romero,retail,Cashier,active,2023-12-19,205,2026-07-30T00:16:10.933407
388,Christian Howard,retail,Regional Retail Lead,on_leave,2018-04-19,,2026-07-30T00:16:10.933555
389,Mr. Henry Jones,retail,Regional Retail Lead,active,2019-10-03,328,2026-07-30T00:16:10.933712
390,Ashlee Hall,retail,Regional Retail Lead,on_leave,2022-11-08,313,2026-07-30T00:16:10.933862
391,Logan Rodriguez,retail,Stock Clerk,active,2020-06-13,252,2026-07-30T00:16:10.934025
392,Jill Holder,retail,Cashier,active,2019-08-17,,2026-07-30T00:16:10.934176
393,Tammy Baker,retail,Stock Clerk,active,2024-01-10,51,2026-07-30T00:16:10.934327
394,Mrs. Sheila Gutierrez,retail,Stock Clerk,active,2023-11-04,,2026-07-30T00:16:10.934485
395,Caroline Robles,retail,Cashier,active,2016-12-23,44,2026-07-30T00:16:10.934635
396,Paul Davidson,retail,Cashier,active,2019-08-11,53,2026-07-30T00:16:10.934782
397,Ryan Garcia,retail,Stock Clerk,active,2019-02-08,325,2026-07-30T00:16:10.934928
398,Jeff Leonard,retail,Cashier,active,2020-04-10,349,2026-07-30T00:16:10.935075
399,Jeffrey Flowers,retail,Stock Clerk,terminated,2021-01-21,,2026-07-30T00:16:10.935221
400,Martin Mitchell,retail,Store Manager,active,2022-09-08,,2026-07-30T00:16:10.935366
401,Samantha Bailey,retail,Cashier,active,2024-04-27,,2026-07-30T00:16:10.935533
402,Jessica Williams,retail,Store Manager,active,2020-03-22,,2026-07-30T00:16:10.935681
403,Katherine Ryan,retail,Regional Retail Lead,active,2025-06-17,,2026-07-30T00:16:10.935830
404,Jennifer Casey,retail,Store Manager,active,2026-01-26,267,2026-07-30T00:16:10.935979
405,Jason Oliver,retail,Cashier,active,2026-04-03,8,2026-07-30T00:16:10.936125
406,Travis Crawford,retail,Store Manager,active,2018-06-14,194,2026-07-30T00:16:10.936272
407,Cynthia Morales,retail,Regional Retail Lead,active,2023-09-20,71,2026-07-30T00:16:10.936430
408,Martha Jones,retail,Regional Retail Lead,active,2020-04-11,329,2026-07-30T00:16:10.936580
409,Steven Williams,retail,Store Manager,active,2024-11-19,197,2026-07-30T00:16:10.936726
410,Brenda Jackson,retail,Store Manager,active,2026-03-10,232,2026-07-30T00:16:10.936875
411,Jacob Tate,retail,Regional Retail Lead,terminated,2022-07-25,82,2026-07-30T00:16:10.937020
412,Nicholas Ross,retail,Store Manager,active,2022-02-08,277,2026-07-30T00:16:10.937167
413,Kristen Montgomery,retail,Store Manager,active,2021-11-28,220,2026-07-30T00:16:10.937317
414,Isaac Atkinson,retail,Store Manager,active,2024-01-22,266,2026-07-30T00:16:10.937488
415,John Bell,retail,Regional Retail Lead,active,2025-08-08,,2026-07-30T00:16:10.937634
416,Brittany Webb DDS,retail,Stock Clerk,active,2023-11-20,143,2026-07-30T00:16:10.937793
417,Cassandra Chavez,retail,Regional Retail Lead,terminated,2022-01-27,329,2026-07-30T00:16:10.937942
418,Abigail Guzman,retail,Regional Retail Lead,active,2025-02-11,153,2026-07-30T00:16:10.938091
419,Kevin Robinson,retail,Cashier,active,2016-06-15,65,2026-07-30T00:16:10.938239
420,Robert Smith,retail,Cashier,on_leave,2024-05-12,400,2026-07-30T00:16:10.938387
421,Michelle Allen,retail,Regional Retail Lead,active,2021-09-13,291,2026-07-30T00:16:10.938540
422,Christopher Lambert,retail,Store Manager,on_leave,2023-04-10,298,2026-07-30T00:16:10.938687
423,David Allen,retail,Regional Retail Lead,active,2019-06-02,188,2026-07-30T00:16:10.938834
424,Heidi Gallegos,retail,Cashier,active,2020-09-11,248,2026-07-30T00:16:10.939004
425,Christine Wilson,retail,Cashier,active,2021-01-08,,2026-07-30T00:16:10.939154
426,Daniel Glenn,retail,Cashier,active,2020-07-19,397,2026-07-30T00:16:10.939300
427,Tonya Barton,retail,Stock Clerk,active,2024-08-20,105,2026-07-30T00:16:10.939449
428,Robert Mcdaniel,retail,Stock Clerk,active,2023-11-06,318,2026-07-30T00:16:10.939595
429,David Barton,retail,Stock Clerk,active,2017-12-25,123,2026-07-30T00:16:10.939741
430,Amy Lynch,retail,Store Manager,active,2019-04-16,349,2026-07-30T00:16:10.939890
431,Shannon Davis,retail,Regional Retail Lead,active,2018-12-21,197,2026-07-30T00:16:10.940054
432,Richard Gillespie,retail,Regional Retail Lead,active,2017-08-05,293,2026-07-30T00:16:10.940201
433,Julia Douglas,retail,Regional Retail Lead,active,2017-09-07,,2026-07-30T00:16:10.940349
434,Rebecca Rice,retail,Store Manager,active,2017-03-24,386,2026-07-30T00:16:10.940506
435,George Hayes,retail,Regional Retail Lead,active,2018-03-18,,2026-07-30T00:16:10.940653
436,Laura Ramsey,retail,Store Manager,active,2016-04-25,323,2026-07-30T00:16:10.940801
437,Adriana Ruiz,retail,Stock Clerk,active,2022-03-13,30,2026-07-30T00:16:10.940949
438,Justin Thompson,retail,Stock Clerk,active,2023-10-07,,2026-07-30T00:16:10.941106
439,Morgan Palmer,retail,Cashier,active,2019-01-01,,2026-07-30T00:16:10.941256
440,Scott Wells,retail,Store Manager,active,2026-06-13,49,2026-07-30T00:16:10.941402
441,Justin Singh,retail,Regional Retail Lead,active,2017-11-10,87,2026-07-30T00:16:10.941553
442,Angelica Rodriguez,retail,Cashier,active,2020-11-05,15,2026-07-30T00:16:10.941702
443,Carlos Blair,retail,Stock Clerk,active,2026-04-28,438,2026-07-30T00:16:10.941848
444,Kenneth Hopkins,retail,Stock Clerk,active,2023-08-15,193,2026-07-30T00:16:10.941994
445,Natalie Reed,retail,Cashier,active,2021-03-08,,2026-07-30T00:16:10.942141
446,Jeffrey Boyd,retail,Stock Clerk,active,2025-08-18,,2026-07-30T00:16:10.942285
447,Rhonda Brown,retail,Stock Clerk,active,2017-02-20,418,2026-07-30T00:16:10.942442
448,Zachary Kim,retail,Store Manager,active,2021-07-21,359,2026-07-30T00:16:10.942589
449,Kim Guzman,retail,Store Manager,active,2017-02-18,284,2026-07-30T00:16:10.942738
450,Victoria Jackson,retail,Stock Clerk,active,2022-05-12,,2026-07-30T00:16:10.942886
451,Joel Rogers,retail,Store Manager,terminated,2022-12-02,87,2026-07-30T00:16:10.943031
452,Louis Estes,retail,Cashier,active,2019-04-24,187,2026-07-30T00:16:10.943178
453,Megan Morrow,retail,Stock Clerk,active,2021-03-30,6,2026-07-30T00:16:10.943326
454,Tamara Berry,retail,Store Manager,active,2020-10-24,278,2026-07-30T00:16:10.943982
455,Michelle Reynolds,retail,Store Manager,active,2022-02-25,27,2026-07-30T00:16:10.944405
456,Michelle Mcdonald,retail,Regional Retail Lead,active,2024-03-26,304,2026-07-30T00:16:10.944776
457,Matthew Edwards,retail,Cashier,on_leave,2025-06-02,257,2026-07-30T00:16:10.945144
458,Evan Jordan,retail,Cashier,active,2023-01-27,289,2026-07-30T00:16:10.945406
459,Dylan Greene,retail,Store Manager,active,2024-09-13,373,2026-07-30T00:16:10.945627
460,Robert Elliott,retail,Stock Clerk,active,2022-02-07,350,2026-07-30T00:16:10.945846
461,Adam Morris,retail,Cashier,terminated,2023-09-01,154,2026-07-30T00:16:10.946065
462,Brandon Rivera,retail,Regional Retail Lead,active,2018-03-30,,2026-07-30T00:16:10.946282
463,Jack Hammond DVM,retail,Store Manager,active,2022-03-23,397,2026-07-30T00:16:10.946515
464,Ryan Marshall,retail,Stock Clerk,active,2021-02-20,268,2026-07-30T00:16:10.946774
465,Douglas Richardson,retail,Cashier,active,2025-08-21,282,2026-07-30T00:16:10.947059
466,William Perez,retail,Regional Retail Lead,active,2023-07-21,,2026-07-30T00:16:10.947325
467,Charles Williamson,retail,Regional Retail Lead,active,2018-08-23,313,2026-07-30T00:16:10.947563
468,Vickie Nelson,retail,Stock Clerk,on_leave,2025-05-24,294,2026-07-30T00:16:10.947806
469,Tracy Sanchez,retail,Stock Clerk,active,2020-03-12,171,2026-07-30T00:16:10.948042
470,Jacob Clay,retail,Stock Clerk,active,2024-12-28,,2026-07-30T00:16:10.948277
471,Garrett Wright,retail,Regional Retail Lead,active,2018-09-15,,2026-07-30T00:16:10.948505
472,Sydney Rice,retail,Stock Clerk,active,2025-05-26,400,2026-07-30T00:16:10.948739
473,Sydney Meyer,retail,Store Manager,active,2018-07-20,174,2026-07-30T00:16:10.948972
474,Francisco Stewart,retail,Stock Clerk,active,2022-09-23,,2026-07-30T00:16:10.949205
475,Krystal Dunlap,retail,Cashier,active,2017-07-29,99,2026-07-30T00:16:10.949441
476,Kimberly Juarez,retail,Store Manager,active,2025-02-09,,2026-07-30T00:16:10.949671
477,Roy Li,retail,Regional Retail Lead,active,2019-07-24,352,2026-07-30T00:16:10.949889
478,Raymond Scott,retail,Cashier,active,2026-01-30,120,2026-07-30T00:16:10.950101
479,Zachary Jenkins,retail,Cashier,active,2016-11-08,123,2026-07-30T00:16:10.950290
480,Charles Francis,retail,Cashier,active,2024-05-13,297,2026-07-30T00:16:10.950474
481,Sandra Cook,retail,Cashier,active,2021-01-09,446,2026-07-30T00:16:10.950668
482,Louis Middleton,retail,Store Manager,active,2024-11-10,,2026-07-30T00:16:10.950852
483,Brenda Weaver,retail,Stock Clerk,active,2024-02-04,390,2026-07-30T00:16:10.951039
484,Patrick Arroyo,retail,Cashier,active,2025-03-07,386,2026-07-30T00:16:10.951238
485,Daniel Walsh,retail,Cashier,active,2025-01-01,418,2026-07-30T00:16:10.951435
486,Jacob Jones,retail,Cashier,active,2018-06-05,6,2026-07-30T00:16:10.951638
487,Holly Green,retail,Cashier,active,2020-08-10,247,2026-07-30T00:16:10.951836
488,Jack Snyder,retail,Stock Clerk,active,2020-08-25,375,2026-07-30T00:16:10.952029
489,Eric Hernandez,retail,Regional Retail Lead,active,2021-07-13,336,2026-07-30T00:16:10.952221
490,Jacob Gallagher,retail,Stock Clerk,active,2026-02-18,,2026-07-30T00:16:10.952458
491,Shannon Carrillo,retail,Cashier,active,2016-04-19,46,2026-07-30T00:16:10.952669
492,Charles Rodriguez,retail,Store Manager,active,2024-09-03,17,2026-07-30T00:16:10.952886
493,Frank Rivera,retail,Stock Clerk,on_leave,2022-10-13,339,2026-07-30T00:16:10.953096
494,Brittany Williams,retail,Stock Clerk,active,2025-01-29,241,2026-07-30T00:16:10.953315
495,Daniel Gentry,retail,Regional Retail Lead,active,2023-11-14,303,2026-07-30T00:16:10.953524
496,Brianna Ayala,retail,Stock Clerk,active,2021-06-17,183,2026-07-30T00:16:10.953736
497,Jason Chase,retail,Stock Clerk,active,2017-06-09,231,2026-07-30T00:16:10.953943
498,Shannon Harris,retail,Stock Clerk,active,2018-06-10,,2026-07-30T00:16:10.954147
499,Corey Bartlett,retail,Regional Retail Lead,active,2018-04-23,103,2026-07-30T00:16:10.954336
500,Michael Smith,retail,Regional Retail Lead,active,2018-11-20,166,2026-07-30T00:16:10.954490
501,Chloe Gordon,retail,Store Manager,active,2025-11-30,27,2026-07-30T00:16:10.954646
502,Nicole Rodriguez,retail,Store Manager,active,2025-08-02,79,2026-07-30T00:16:10.954802
503,Michael Reynolds,retail,Regional Retail Lead,active,2021-03-26,337,2026-07-30T00:16:10.954955
504,Lori Wilson,retail,Regional Retail Lead,active,2019-03-03,396,2026-07-30T00:16:10.955110
505,Shelby Johnson,retail,Cashier,active,2025-03-20,276,2026-07-30T00:16:10.955269
506,Caroline Cardenas,retail,Cashier,on_leave,2024-05-31,18,2026-07-30T00:16:10.955426
507,Christina Jackson,retail,Store Manager,active,2019-01-28,258,2026-07-30T00:16:10.955581
508,Ashley Wilson,retail,Regional Retail Lead,active,2024-02-29,366,2026-07-30T00:16:10.955742
509,Tim Reed,retail,Cashier,active,2021-02-27,,2026-07-30T00:16:10.955887
510,David Dyer,retail,Cashier,active,2019-03-24,297,2026-07-30T00:16:10.956033
511,Raymond Weaver,retail,Stock Clerk,active,2023-10-18,197,2026-07-30T00:16:10.956180
512,Mary Miller,retail,Stock Clerk,active,2017-07-11,78,2026-07-30T00:16:10.956329
513,Jeffrey Hancock,retail,Regional Retail Lead,active,2021-03-15,208,2026-07-30T00:16:10.956476
514,Chelsea Evans,retail,Cashier,active,2024-09-09,,2026-07-30T00:16:10.956623
515,Travis Torres,retail,Regional Retail Lead,active,2020-01-02,382,2026-07-30T00:16:10.956771
516,John Robertson,retail,Regional Retail Lead,active,2017-02-17,,2026-07-30T00:16:10.956918
517,Richard Meyers,retail,Cashier,active,2023-06-10,,2026-07-30T00:16:10.957063
518,Michael Ramos,retail,Stock Clerk,active,2023-08-07,,2026-07-30T00:16:10.957212
519,Barbara Fowler,retail,Cashier,active,2025-03-18,,2026-07-30T00:16:10.957361
520,John Gray,retail,Cashier,active,2019-05-26,337,2026-07-30T00:16:10.957507
521,Scott Rowe,retail,Store Manager,active,2020-03-27,46,2026-07-30T00:16:10.957654
522,Christina Perez,retail,Store Manager,active,2026-02-21,85,2026-07-30T00:16:10.957806
523,Jessica Blevins,retail,Regional Retail Lead,active,2019-12-07,99,2026-07-30T00:16:10.957956
524,Patrick Waller,retail,Stock Clerk,active,2024-11-16,302,2026-07-30T00:16:10.958104
525,Susan Johnson,retail,Stock Clerk,active,2020-04-17,217,2026-07-30T00:16:10.958253
526,David Smith,retail,Regional Retail Lead,active,2016-09-13,148,2026-07-30T00:16:10.958400
527,Traci Manning,retail,Regional Retail Lead,active,2016-03-11,188,2026-07-30T00:16:10.958549
528,Nina Jones,retail,Cashier,active,2016-07-28,307,2026-07-30T00:16:10.958704
529,Mark Bennett,retail,Store Manager,active,2017-11-26,481,2026-07-30T00:16:10.958847
530,Cory Wilson,retail,Stock Clerk,active,2016-11-26,,2026-07-30T00:16:10.958989
531,Taylor Chapman,retail,Cashier,active,2025-03-24,199,2026-07-30T00:16:10.959305
532,Michael Johnson,retail,Regional Retail Lead,active,2020-01-31,176,2026-07-30T00:16:10.959565
533,Jake Cox II,retail,Regional Retail Lead,active,2021-11-02,,2026-07-30T00:16:10.959835
534,Crystal Stephens,retail,Stock Clerk,active,2026-01-10,265,2026-07-30T00:16:10.960094
535,Eric Delgado,retail,Regional Retail Lead,on_leave,2018-05-28,355,2026-07-30T00:16:10.960257
536,Craig Parker,retail,Store Manager,active,2021-12-19,424,2026-07-30T00:16:10.960408
537,Morgan Miller,retail,Regional Retail Lead,active,2017-05-21,47,2026-07-30T00:16:10.960565
538,David Cooper,retail,Regional Retail Lead,active,2020-01-09,537,2026-07-30T00:16:10.960715
539,Renee Burke,retail,Regional Retail Lead,active,2024-07-23,355,2026-07-30T00:16:10.960880
540,Robert Whitehead,retail,Regional Retail Lead,active,2019-06-03,,2026-07-30T00:16:10.961029
541,Christopher Johnson,retail,Cashier,terminated,2023-02-22,463,2026-07-30T00:16:10.961178
542,Tina Hamilton,retail,Cashier,active,2020-03-09,,2026-07-30T00:16:10.961330
543,Maria Rodriguez,retail,Regional Retail Lead,active,2021-05-14,,2026-07-30T00:16:10.961480
544,Lisa Murphy,retail,Cashier,active,2020-08-31,,2026-07-30T00:16:10.961631
545,Kevin Carlson,retail,Cashier,active,2024-08-30,80,2026-07-30T00:16:10.961781
546,Dr. Michael Koch,retail,Store Manager,active,2023-09-25,111,2026-07-30T00:16:10.961941
547,Dominique Holland,retail,Regional Retail Lead,active,2026-01-30,,2026-07-30T00:16:10.962092
548,Charles Garner,retail,Store Manager,active,2022-03-24,382,2026-07-30T00:16:10.962241
549,Monica Andrews,retail,Cashier,active,2023-11-19,129,2026-07-30T00:16:10.962393
550,Chloe Bell,retail,Store Manager,active,2019-12-03,70,2026-07-30T00:16:10.962544
551,Cameron White,retail,Regional Retail Lead,active,2017-06-15,146,2026-07-30T00:16:10.962693
552,Andrew Brown,retail,Store Manager,active,2020-02-24,55,2026-07-30T00:16:10.962846
553,Sue Flores PhD,retail,Stock Clerk,active,2019-02-06,504,2026-07-30T00:16:10.963010
554,Ryan Singh MD,retail,Stock Clerk,active,2019-06-22,219,2026-07-30T00:16:10.963170
555,Jose Gomez,retail,Store Manager,active,2018-03-24,,2026-07-30T00:16:10.963317
556,Lance Henson,retail,Regional Retail Lead,active,2021-11-17,116,2026-07-30T00:16:10.963466
557,Kevin Miller,retail,Cashier,active,2020-02-16,514,2026-07-30T00:16:10.963613
558,Megan Hill,retail,Cashier,active,2017-01-26,38,2026-07-30T00:16:10.963765
559,Joshua Casey,retail,Stock Clerk,active,2023-01-25,,2026-07-30T00:16:10.963912
560,Amy Ortiz,retail,Stock Clerk,active,2017-07-19,74,2026-07-30T00:16:10.964063
561,Monica Norman,retail,Regional Retail Lead,active,2018-07-03,138,2026-07-30T00:16:10.964214
562,Catherine Reynolds,retail,Cashier,active,2016-06-01,,2026-07-30T00:16:10.964364
563,Justin Hill,retail,Regional Retail Lead,active,2019-02-25,309,2026-07-30T00:16:10.964513
564,Stephen Nelson,retail,Cashier,active,2021-07-20,154,2026-07-30T00:16:10.964661
565,Melissa Hess,retail,Cashier,active,2018-12-28,6,2026-07-30T00:16:10.964817
566,Norma Manning,retail,Cashier,active,2016-11-24,127,2026-07-30T00:16:10.964967
567,Nicole Williams,retail,Store Manager,on_leave,2023-03-13,,2026-07-30T00:16:10.965117
568,Jasmine Graham,retail,Stock Clerk,active,2024-12-26,247,2026-07-30T00:16:10.965269
569,Sarah Williams,retail,Cashier,active,2019-12-04,362,2026-07-30T00:16:10.965420
570,Kelly Peterson,retail,Cashier,active,2024-11-21,89,2026-07-30T00:16:10.965572
571,Robert Williams,retail,Stock Clerk,active,2025-10-06,167,2026-07-30T00:16:10.965721
572,Earl Taylor,retail,Regional Retail Lead,active,2020-09-14,346,2026-07-30T00:16:10.965869
573,Edward Delgado,retail,Store Manager,active,2022-08-16,133,2026-07-30T00:16:10.966017
574,Mariah Rodriguez DDS,retail,Cashier,active,2017-12-23,557,2026-07-30T00:16:10.966184
575,Chad Moreno,retail,Regional Retail Lead,active,2022-12-05,403,2026-07-30T00:16:10.966337
576,Guy Silva,retail,Stock Clerk,active,2020-08-03,,2026-07-30T00:16:10.966481
577,Tiffany David,retail,Cashier,active,2016-08-29,248,2026-07-30T00:16:10.966630
578,Nicholas Williams,retail,Cashier,active,2017-07-11,501,2026-07-30T00:16:10.966779
579,John Robinson,retail,Store Manager,active,2023-01-04,,2026-07-30T00:16:10.966923
580,Sara Lambert,retail,Store Manager,active,2024-05-10,123,2026-07-30T00:16:10.967070
581,Bonnie Rivera,retail,Stock Clerk,active,2018-12-28,184,2026-07-30T00:16:10.967256
582,Troy Johnson,retail,Cashier,active,2025-11-07,505,2026-07-30T00:16:10.967402
