customer_id,full_name,date_of_birth,primary_contact,registered_country,consent_retail_personalisation,consent_cross_division_financial_view,created_date
12317,Kelly Cole,1963-02-01,+234871936274,Nigeria,False,False,2025-09-11
12318,Michael Graham,2003-08-22,+233822949690,Ghana,True,True,2020-02-20
12319,Arthur Bailey,1981-01-18,+234766644676,Nigeria,True,False,2020-11-03
12320,Rachel Montgomery,1976-06-15,+233758026642,Ghana,True,False,2022-08-25
12321,Michael Mann,1963-07-04,+234788776323,Nigeria,True,False,2020-09-20
12322,Jason Johnson,1953-04-20,+234757353323,Nigeria,False,False,2022-05-11
12323,Thomas Gilbert,1969-10-24,+234709756448,Nigeria,True,False,2023-07-31
12324,Mr. Travis Kelly Jr.,1953-09-02,+254797718949,Kenya,False,False,2020-11-18
12325,Charles Bridges,2007-03-04,+234847150475,Nigeria,False,True,2022-05-07
12326,Dr. Adam Campbell,1959-04-30,+234783821410,Nigeria,True,False,2023-04-24
12327,Jaclyn Hudson,1965-10-11,+234898192271,Nigeria,False,False,2020-09-05
12328,Mitchell Taylor,2002-07-25,+234744293788,Nigeria,False,True,2022-03-18
12329,Rhonda Hall,1958-03-06,+234760055947,Nigeria,False,False,2022-10-19
12330,William Jones,1978-03-19,+234876585771,Nigeria,True,True,2021-07-09
12331,Lisa Beck,1971-06-30,+234896910806,Nigeria,True,False,2026-05-24
12332,Susan Gutierrez,1983-09-08,+234820173814,Nigeria,False,False,2021-12-15
12333,Brian Munoz,1986-06-10,+233820263053,Ghana,True,False,2024-11-23
12334,Lauren Merritt,2004-06-16,+254753528197,Kenya,True,False,2024-12-18
12335,Jacob Gardner,1981-06-12,+234726073021,Nigeria,True,True,2020-04-14
12336,Kevin Mcintyre,1984-03-29,+234738408181,Nigeria,True,False,2019-12-03
12337,Matthew Boyle,1985-09-03,+234904699736,Nigeria,True,True,2020-04-11
12338,Christopher Turner,1964-11-18,+234893295321,Nigeria,True,False,2022-01-03
12339,Christopher Pittman,1973-08-21,+254705625196,Kenya,True,True,2025-06-24
12340,Kimberly Baird,1998-12-23,+234904508349,Nigeria,True,True,2025-09-30
12341,Kevin Clark,1955-04-14,+234785464768,Nigeria,False,True,2020-05-15
12342,Julia Arnold,1974-02-23,+254777485951,Kenya,True,True,2020-06-20
12343,Kelly Johnson,1994-07-18,+234819155430,Nigeria,True,True,2019-12-02
12344,Lori Jones,2006-04-26,+254744677918,Kenya,True,False,2024-08-15
12345,Kelsey Chen,1969-07-26,+234908646042,Nigeria,False,False,2019-05-03
12346,Christopher Freeman,1968-04-19,+234713275389,Nigeria,False,False,2022-02-04
12347,Lindsey Jackson,1971-06-16,+234723440745,Nigeria,True,False,2019-06-01
12348,Jessica Petersen,1978-03-16,+234873404738,Nigeria,False,False,2021-11-11
12349,Tyler Mitchell,1987-03-28,+234903426742,Nigeria,True,False,2020-09-09
12350,Rachel Navarro,1958-07-09,+234796306481,Nigeria,True,False,2025-06-12
12351,Joseph Russell,1986-05-17,+233871721803,Ghana,True,True,2021-07-22
12352,John Alexander,1965-07-25,+234789911555,Nigeria,True,True,2025-03-17
12353,Jeremy Roberts,1978-12-30,+234818744849,Nigeria,False,True,2020-06-13
12354,Joseph Carter,1998-03-25,+233796377567,Ghana,False,False,2019-03-17
12355,Steven Holt,1967-01-25,+254786489109,Kenya,True,True,2023-05-06
12356,Margaret Davidson,2007-01-10,+234900147168,Nigeria,False,True,2023-01-14
12357,Kelly Stewart,1984-04-17,+234834446139,Nigeria,True,False,2024-06-10
12358,Dustin Weiss,2004-05-30,+234867233637,Nigeria,False,False,2023-09-11
12359,Mark Baxter,1974-07-10,+234905357553,Nigeria,False,False,2022-03-02
12360,Jeffrey Bryant,2005-07-02,+234747170311,Nigeria,True,True,2025-05-21
12361,Joe Bowers,1954-09-23,+234793997884,Nigeria,True,False,2024-08-08
12362,Jeremy Brown,1971-08-02,+234805193402,Nigeria,True,True,2022-09-30
12363,Jacqueline Novak,1952-05-26,+234772575005,Nigeria,False,False,2023-04-12
12364,Andrea Gonzalez PhD,1968-06-01,+234765976476,Nigeria,False,False,2024-12-26
12365,John Nixon,1990-07-28,+234889896609,Nigeria,True,True,2023-11-07
12366,Mark Andrews,1988-04-16,+234866590302,Nigeria,True,False,2023-03-11
12367,Jerome Martinez,1954-02-18,+254835230304,Kenya,True,True,2019-08-04
12368,Glenn Brewer,1993-03-17,+234768444114,Nigeria,True,True,2025-06-06
12369,Samuel Garcia,1982-07-02,+234838099343,Nigeria,True,False,2024-09-30
12370,Joseph Jordan,1961-03-11,+233869148673,Ghana,True,False,2020-05-16
12371,Jennifer Gaines,2002-03-31,+234813472078,Nigeria,True,False,2023-08-22
12372,Debra Kim,1961-01-31,+234817968416,Nigeria,True,False,2020-07-15
12373,Brandy Moore,1963-02-26,+234820934976,Nigeria,False,False,2025-11-16
12374,Donald Smith,1970-06-26,+234760922821,Nigeria,True,False,2025-11-11
12375,Jennifer Ellis,1976-02-29,+234755980881,Nigeria,True,False,2021-10-12
12376,Miguel Finley,1997-04-18,+233884652622,Ghana,False,False,2026-02-03
12377,Donald Murray,1953-10-12,+234817676741,Nigeria,False,False,2022-03-14
12378,Jocelyn Hall,1962-02-28,+254898649464,Kenya,True,False,2021-03-28
12379,Anthony Allen,1961-07-08,+234840789811,Nigeria,True,True,2019-11-22
12380,Morgan Peterson,1999-08-14,+234847598092,Nigeria,True,False,2025-02-08
12381,Lisa Mccormick,1954-08-09,+234776477015,Nigeria,False,False,2020-08-23
12382,Aaron Chandler,1953-05-30,+234811074007,Nigeria,True,False,2022-07-24
12383,Keith Lozano,1958-04-20,+234759346589,Nigeria,False,False,2021-05-09
12384,Patricia Rogers,1987-05-23,+234889523789,Nigeria,True,False,2021-05-05
12385,Denise Bell,1965-05-16,+254738375503,Kenya,False,False,2020-12-21
12386,Kevin Baker,1957-08-14,+234715600851,Nigeria,False,False,2021-01-19
12387,Alyssa Johnson,1996-09-03,+234761983934,Nigeria,True,False,2025-05-26
12388,Joshua Brooks,1978-01-23,+234749924443,Nigeria,False,False,2025-01-09
12389,Elizabeth Meza,1978-08-10,+234892320967,Nigeria,False,False,2019-07-08
12390,Tony Davis,1975-04-01,+254724835207,Kenya,True,True,2024-01-07
12391,Victor Owens,1959-01-21,+233852706692,Ghana,False,False,2024-07-17
12392,Kaitlyn Sparks,1989-10-23,+234890138164,Nigeria,False,False,2019-11-27
12393,George Jordan,1966-07-10,+234734853360,Nigeria,True,False,2020-06-15
12394,Devin Hogan,1968-12-24,+234706457935,Nigeria,True,True,2019-03-01
12395,Cassie Simpson,1953-10-02,+233786194219,Ghana,False,False,2019-01-29
12396,Claire Tyler,1953-08-27,+234786396633,Nigeria,True,False,2024-04-19
12397,Judith Martin,1988-10-10,+233861578373,Ghana,True,False,2019-11-28
12398,Luke Avery,1973-03-14,+254862130567,Kenya,True,True,2023-08-13
12399,Lacey Gross,1983-09-10,+234900962841,Nigeria,True,True,2020-08-28
12400,Carly Luna,1952-10-26,+233850583205,Ghana,True,True,2019-02-26
12401,Raymond Rollins,1997-08-05,+234891732045,Nigeria,False,False,2025-04-21
12402,Mary Moreno,1965-02-05,+234763128325,Nigeria,False,False,2021-03-24
12403,Pamela Black,1958-08-12,+254808605296,Kenya,True,False,2019-09-13
12404,Robert Johnson,1974-05-26,+234880716737,Nigeria,True,False,2023-02-03
12405,Timothy Hernandez,1964-09-20,+233812905590,Ghana,True,False,2022-08-01
12406,Helen Hanna,1960-08-23,+234835593157,Nigeria,True,True,2023-06-19
12407,Johnny Williams,1970-01-27,+234863623792,Nigeria,True,False,2020-09-11
12408,Rebecca Sanders,1967-01-20,+233855291330,Ghana,True,False,2019-09-18
12409,Deborah Pierce,1992-01-19,+233831649093,Ghana,False,False,2022-11-05
12410,David Johnson,2008-01-10,+233840290723,Ghana,False,True,2026-04-14
12411,Timothy Jackson,1957-09-16,+234717247497,Nigeria,False,True,2025-04-10
12412,Patrick Nguyen,1971-09-27,+234839014546,Nigeria,False,False,2024-05-23
12413,Kevin Gonzalez,1990-08-03,+234739706683,Nigeria,False,True,2024-07-31
12414,Amy Martinez,1970-11-04,+234898741859,Nigeria,True,True,2019-05-22
12415,Angela Cruz,2007-01-03,+234904315124,Nigeria,True,True,2024-09-15
12416,Amanda Wells,1976-06-09,+254754613452,Kenya,True,False,2021-10-22
12417,Charles Bishop,1979-08-26,+234766613308,Nigeria,True,True,2025-09-15
12418,Mariah Huerta,1968-07-05,+233724725223,Ghana,False,False,2025-02-26
12419,Kevin Williams,2004-10-03,+234900990543,Nigeria,True,True,2025-07-19
12420,John Camacho,1961-12-08,+234879943919,Nigeria,True,True,2025-10-05
12421,Jennifer Middleton,1952-10-24,+234817889511,Nigeria,False,False,2020-01-19
12422,Daniel Gutierrez,2006-11-07,+234872130238,Nigeria,True,False,2025-06-25
12423,Cynthia Hayes,1963-04-17,+233746965184,Ghana,False,True,2022-06-24
12424,Mrs. Mary Ingram,2005-08-05,+254707556026,Kenya,False,False,2022-05-17
12425,Edward Wolf,1974-11-21,+234712365729,Nigeria,True,False,2021-04-12
12426,Angela Watkins,1978-02-09,+234801077980,Nigeria,False,False,2025-04-14
12427,James Young,1963-03-30,+234717780629,Nigeria,False,False,2024-04-01
12428,Karina Jones,1958-06-05,+233880646596,Ghana,False,False,2019-12-25
12429,John Rogers,1962-10-21,+234814794474,Nigeria,True,False,2021-02-04
12430,Michael Maldonado,1962-09-22,+234811948852,Nigeria,True,False,2022-05-19
12431,Lauren Sullivan,1970-05-23,+234857493980,Nigeria,True,False,2025-02-14
12432,Pamela Anderson,2008-04-15,+234715581558,Nigeria,False,False,2022-06-18
12433,Tammy Wright,1968-01-30,+234893918373,Nigeria,True,False,2020-09-06
12434,Jeremy Gibbs,1983-02-17,+234858996210,Nigeria,True,True,2023-05-04
12435,Jeanette Burns,1976-01-19,+234731086119,Nigeria,True,False,2022-08-24
12436,Candice Santiago,1975-05-08,+233785895024,Ghana,False,False,2024-08-30
12437,Stephanie Meyer,1966-08-09,+234711289329,Nigeria,True,False,2019-04-11
12438,Adrian Richards,1965-04-17,+233773632277,Ghana,True,True,2019-06-26
12439,Matthew Williams,1964-04-03,+234872661403,Nigeria,True,False,2026-05-19
12440,Rebekah Kennedy,1965-06-02,+254827433119,Kenya,False,True,2021-11-27
12441,Mark Bell,1993-10-03,+234713340328,Nigeria,False,False,2019-03-31
12442,Sarah Perry,1978-03-11,+233818116222,Ghana,True,False,2022-09-19
12443,Joseph Weaver,1952-01-31,+254803760271,Kenya,True,True,2024-11-08
12444,Mr. George Williams,1953-12-10,+233779338884,Ghana,True,True,2021-02-25
12445,Charles Lutz,1951-07-01,+234875050644,Nigeria,True,True,2019-10-30
12446,Melissa Hopkins,1951-08-25,+234828934526,Nigeria,False,True,2020-08-04
12447,Shane Montgomery,1988-09-14,+234757589308,Nigeria,True,True,2022-09-16
12448,Steven Chavez,1956-06-30,+233706303628,Ghana,True,False,2019-12-05
12449,Michael Robinson,1982-09-18,+233799324612,Ghana,True,True,2024-09-12
12450,Roger Porter,1989-04-12,+254842486949,Kenya,True,False,2023-05-30
12451,Christopher Thomas,1978-04-25,+233770831291,Ghana,True,True,2021-07-09
12452,Michele Howell DVM,1972-11-16,+234775066575,Nigeria,True,False,2025-07-23
12453,Jonathan Butler,1959-02-23,+254891978828,Kenya,False,False,2025-06-02
12454,Monica Hodges,1977-06-21,+234782515649,Nigeria,False,False,2024-01-28
12455,Shelby Dixon,1960-03-11,+233874743419,Ghana,True,True,2021-08-10
12456,Amanda Ruiz,2004-11-22,+234761894802,Nigeria,True,False,2021-06-07
12457,Angela Gay,2006-12-28,+254711836983,Kenya,False,False,2022-10-20
12458,Jonathan Mccoy,1995-12-21,+234721832028,Nigeria,True,False,2024-10-04
12459,Bernard Mason,1990-09-10,+254763404959,Kenya,True,False,2023-10-27
12460,Sabrina Johnson,1986-12-07,+234740801989,Nigeria,True,False,2026-06-10
12461,Amy Smith,1964-09-20,+234901097506,Nigeria,True,False,2025-11-12
12462,Nathaniel Kim,1968-11-10,+234852847237,Nigeria,False,False,2021-09-10
12463,Erin Martinez,1983-07-04,+234752567558,Nigeria,True,True,2025-11-23
12464,David Price,1966-05-27,+233887148799,Ghana,True,False,2022-12-16
12465,Melissa Page,1983-07-16,+234908235254,Nigeria,True,False,2019-08-31
12466,Steven Garcia,1972-01-14,+233736714059,Ghana,True,False,2023-03-13
12467,Cynthia Flores PhD,1977-04-10,+234889699605,Nigeria,True,False,2025-06-19
12468,Laura Waters,1963-03-24,+233741065105,Ghana,True,False,2021-05-19
12469,Susan King,1957-02-24,+233908842064,Ghana,False,False,2019-11-08
12470,Maurice Morgan,1998-05-15,+234883414769,Nigeria,True,False,2020-02-12
12471,Rachael Henderson DDS,1962-05-20,+234730414311,Nigeria,True,True,2021-12-22
12472,Elizabeth Watkins,1972-09-09,+234821716254,Nigeria,True,False,2021-07-13
12473,Courtney Perkins,1979-07-28,+234701487212,Nigeria,True,False,2019-11-06
12474,Abigail Moss,1973-10-13,+233875026988,Ghana,True,True,2019-05-08
12475,Erica Hernandez,1989-09-13,+234896649011,Nigeria,True,True,2023-12-13
12476,Patrick Knox,1983-03-02,+233782946517,Ghana,False,False,2023-10-29
12477,Michael Hunt,1965-01-06,+234725590392,Nigeria,True,True,2021-09-14
12478,Brandy Smith,1961-02-15,+233824602667,Ghana,False,False,2020-02-21
12479,Kenneth Aguilar,1956-07-07,+234787871343,Nigeria,True,False,2025-02-15
12480,Valerie Rivera,1975-05-30,+234749641591,Nigeria,False,True,2019-04-05
12481,Patricia Pineda,1980-01-07,+233872078567,Ghana,False,True,2022-07-05
12482,Mary Romero,2004-03-08,+234832610749,Nigeria,False,False,2025-01-19
12483,James Khan,1979-03-12,+234761194860,Nigeria,True,False,2021-01-27
12484,Heather Harvey,2001-10-06,+234826955702,Nigeria,False,True,2024-12-13
12485,Teresa Harper,2006-09-13,+234799851331,Nigeria,False,False,2024-10-17
12486,Jeremy Brown,1963-01-30,+233736602416,Ghana,False,False,2026-01-17
12487,James Lucero,1989-07-04,+234880821765,Nigeria,True,False,2023-11-12
12488,Rebecca Bailey,1957-08-30,+234729675097,Nigeria,True,False,2024-12-21
12489,Cynthia Estrada,2000-10-16,+233779712279,Ghana,True,False,2022-02-14
12490,Stephen King,1961-02-16,+233831857304,Ghana,True,False,2021-02-04
12491,Brian Barnes,1979-10-29,+234866848293,Nigeria,True,False,2021-03-25
12492,Jonathan Harrison,1969-01-21,+234740457131,Nigeria,True,False,2019-11-26
12493,Denise White,1957-04-18,+233798470122,Ghana,False,False,2021-10-25
12494,Meghan Anderson,1994-07-08,+233892219686,Ghana,True,False,2019-02-15
12495,Mitchell Garza,1983-03-18,+234767148600,Nigeria,True,False,2023-01-21
12496,Jose Barnett,2005-03-02,+254850954660,Kenya,False,False,2023-05-13
12497,Alyssa Hall,1980-10-09,+234778576684,Nigeria,True,True,2024-07-10
12498,Jesse Garcia,1995-08-08,+254755370053,Kenya,True,True,2019-02-16
12499,Timothy Fernandez,2000-03-01,+234705662083,Nigeria,True,True,2025-02-10
12500,Alexis Moss,1966-07-30,+234884437465,Nigeria,False,True,2020-01-07
12501,Brian Evans,1964-09-05,+234872575096,Nigeria,True,False,2023-03-11
12502,Erica Sanford,1972-03-15,+254825679670,Kenya,True,False,2019-10-22
12503,Monique Rollins,1998-10-27,+233757702739,Ghana,True,False,2022-03-25
12504,Danny Horton,1955-11-15,+234715931843,Nigeria,True,False,2021-12-04
12505,Tracey Burch,1976-06-25,+254870241334,Kenya,False,False,2022-12-23
12506,Robert Malone,1968-05-07,+234838184720,Nigeria,True,True,2020-08-18
12507,Bradley Howard,1968-04-19,+234843154528,Nigeria,True,False,2019-11-25
12508,Christine Zuniga,1993-09-14,+234822721198,Nigeria,False,False,2022-09-01
12509,Stephanie Morris,1957-11-28,+234843715141,Nigeria,False,True,2021-07-13
12510,Mr. Kenneth Taylor,1996-06-11,+233738527849,Ghana,False,True,2023-04-09
12511,James Ryan,1989-05-03,+234792134404,Nigeria,True,False,2023-11-16
12512,Leslie Swanson,1973-10-12,+233811160449,Ghana,True,False,2025-02-02
12513,Melissa Thompson,1985-06-07,+234714112446,Nigeria,True,False,2021-03-27
12514,Hannah Wilson,1988-06-15,+234905169810,Nigeria,True,True,2019-09-06
12515,Troy Baird,2002-01-21,+234770218918,Nigeria,True,False,2024-05-07
12516,Maria Bonilla,1979-08-25,+254778518027,Kenya,True,False,2022-11-05
12517,Jackie Carter,1991-10-01,+234865648225,Nigeria,True,False,2019-07-26
12518,Thomas Morris,2000-03-24,+234893583226,Nigeria,False,True,2024-09-10
12519,Brett Robinson,1985-10-11,+234795097425,Nigeria,True,False,2019-04-08
12520,Ashley Walker,1982-04-14,+233900328599,Ghana,False,True,2021-08-23
12521,Sarah Miller,1957-05-31,+234840114357,Nigeria,False,False,2024-06-22
12522,Adam Nelson,1965-12-28,+234771557527,Nigeria,False,True,2025-06-05
12523,Alejandro Goodwin,2004-07-23,+234775182165,Nigeria,True,True,2026-03-11
12524,Cynthia Harrison,1959-03-22,+233717712923,Ghana,False,False,2020-08-13
12525,Mr. Aaron Jacobs DVM,1976-02-01,+234710251799,Nigeria,True,False,2022-03-13
12526,Regina Thompson,1981-06-07,+254725483953,Kenya,True,False,2023-11-29
12527,Robin Larson,1950-08-09,+234894304356,Nigeria,True,True,2022-08-10
12528,Jasmine Hammond,1960-02-18,+234902649705,Nigeria,False,False,2021-02-21
12529,Mrs. Victoria Dickerson,1969-02-21,+234847478260,Nigeria,True,True,2026-04-02
12530,Jeffrey Salazar,1955-01-05,+234821980640,Nigeria,False,False,2019-08-20
12531,Vanessa Newman,1980-10-10,+233767569298,Ghana,True,True,2026-06-03
12532,Stacey Chavez,2001-03-01,+234750599983,Nigeria,True,False,2023-01-17
12533,Kristin Vaughn,1984-01-06,+234870252082,Nigeria,True,True,2021-11-26
12534,Alexis Maxwell,1958-07-16,+234700028375,Nigeria,True,False,2021-01-09
12535,Briana Cox,1967-05-15,+233820204028,Ghana,True,False,2022-02-01
12536,Jody Rogers,2004-12-18,+234793676962,Nigeria,False,False,2025-10-10
12537,James Garcia,1958-03-18,+234799706141,Nigeria,True,False,2021-02-18
12538,David Singleton,1969-01-27,+254827520548,Kenya,False,False,2023-08-29
12539,Larry Owens,2008-02-08,+234907814360,Nigeria,True,False,2021-08-02
12540,George Reed,1979-01-12,+234748522954,Nigeria,True,False,2019-08-06
12541,Lynn Perkins,1956-08-19,+234874177793,Nigeria,False,False,2022-09-08
12542,Henry Keller,1954-10-13,+234705565792,Nigeria,True,False,2025-01-17
12543,Jenna Ortiz,2000-05-03,+254805373557,Kenya,True,True,2019-07-23
12544,Jordan Lucas,1961-06-30,+234796361529,Nigeria,False,False,2024-07-29
12545,Kelly Lee,1964-11-15,+234770921029,Nigeria,False,False,2023-06-10
12546,Manuel Simmons,1985-05-26,+234761162733,Nigeria,True,True,2023-06-27
12547,Rodney Parker,1975-01-01,+234766345741,Nigeria,True,True,2024-09-10
12548,Melanie Diaz,1989-12-21,+234774985474,Nigeria,False,False,2025-07-24
12549,Lawrence Macias,1982-04-18,+234864564222,Nigeria,False,False,2022-02-19
12550,Jose Hunt,1977-03-28,+234860908317,Nigeria,False,False,2025-12-18
12551,Mary Hernandez,1973-04-24,+233790184836,Ghana,False,True,2020-03-06
12552,Melissa Nelson,1983-10-07,+233778129790,Ghana,True,False,2020-06-30
12553,Christina Sullivan,1984-10-10,+233822020134,Ghana,False,False,2025-01-15
12554,Billy Burnett DVM,1980-04-30,+234872502643,Nigeria,False,False,2024-05-10
12555,Daniel Walsh,1991-03-14,+234755975314,Nigeria,True,False,2023-08-17
12556,Hannah Lee,1968-11-26,+234758729315,Nigeria,True,True,2026-03-18
12557,Renee Coleman,1989-03-27,+234906576561,Nigeria,False,False,2025-08-12
12558,Gabrielle Osborne,1959-04-27,+234717985674,Nigeria,True,False,2020-12-31
12559,Kimberly Young,2005-02-27,+234775181458,Nigeria,True,False,2023-12-18
12560,Kenneth Murray,1960-10-24,+233803967818,Ghana,True,False,2025-09-16
12561,Erika Burton,1958-11-02,+234816821685,Nigeria,True,False,2022-01-24
12562,Dan Wall,1992-07-05,+234809895513,Nigeria,False,True,2023-07-01
12563,Daniel Collins,1989-02-02,+234710365483,Nigeria,False,False,2020-12-09
12564,Deborah Lozano,1974-10-25,+234758020520,Nigeria,True,False,2025-03-25
12565,Nathan Irwin,1952-10-31,+234720462278,Nigeria,True,False,2021-04-17
12566,Julie Price,1971-10-04,+234797975316,Nigeria,False,True,2021-01-28
12567,Krista Crane,1984-03-26,+234835187245,Nigeria,False,False,2020-02-28
12568,Eric Fry,1975-10-04,+233738110439,Ghana,True,False,2025-06-07
12569,Michael Washington,1997-07-31,+234817517051,Nigeria,True,False,2020-04-24
12570,Timothy Smith,1975-08-19,+254794828911,Kenya,False,False,2026-02-23
12571,Joel James,2005-12-07,+234756961932,Nigeria,True,False,2023-08-15
12572,Crystal Oconnell,2004-04-16,+234700534967,Nigeria,True,True,2025-11-30
12573,Sierra Hudson,1991-12-05,+234822574813,Nigeria,False,False,2025-08-23
12574,Billy Newman MD,1977-06-21,+234762837843,Nigeria,False,False,2026-04-20
12575,Heather Montoya,1957-04-11,+234810482574,Nigeria,False,False,2025-11-01
12576,Diane Freeman,2006-10-28,+254846196609,Kenya,True,False,2020-06-27
12577,Crystal Sampson,1978-05-08,+234844870046,Nigeria,False,False,2026-04-05
12578,Nicholas Nelson,1999-01-14,+233814588898,Ghana,False,False,2023-10-18
12579,Kathryn Palmer,1988-12-05,+234800707491,Nigeria,True,False,2020-06-08
12580,Anthony Thomas,1972-03-12,+234808186755,Nigeria,True,False,2024-01-29
12581,Michael Montgomery,1950-11-15,+234703000442,Nigeria,True,False,2022-02-03
12582,Michael Williams,2003-11-11,+234752545875,Nigeria,False,True,2024-08-12
12583,Elizabeth Scott,1996-06-21,+234726232692,Nigeria,True,False,2020-09-03
12584,Jill Jensen,1954-04-22,+233873320838,Ghana,True,False,2026-03-15
12585,Yvonne Morris,1966-12-14,+234703226986,Nigeria,False,False,2026-03-11
12586,Mr. Luke King,1984-03-24,+254876276166,Kenya,True,False,2023-07-05
12587,Michael Carter,1976-03-19,+234838644071,Nigeria,True,False,2019-10-09
12588,Diane Taylor,1976-08-01,+234770054039,Nigeria,True,True,2026-03-09
12589,Daniel Harding,2003-06-10,+234850589518,Nigeria,True,True,2021-01-05
12590,Madison Stephens,1971-07-03,+234778969158,Nigeria,False,False,2023-08-20
12591,Sharon Cooper,1989-05-31,+234826962895,Nigeria,False,False,2023-11-09
12592,Christine Carter,1964-03-04,+234749169215,Nigeria,False,False,2024-08-01
12593,Kristin Phillips,1964-10-05,+233780183533,Ghana,False,False,2024-12-10
12594,Jay Williams,1995-08-12,+234902437613,Nigeria,True,True,2024-11-08
12595,Dawn Mathews,1968-06-20,+234867135542,Nigeria,True,True,2023-06-08
12596,Amanda Diaz,2001-03-22,+233720853157,Ghana,True,False,2025-06-17
12597,Shelly Roberts,1958-08-28,+234820201619,Nigeria,True,False,2020-11-17
12598,Melanie Stevenson,1993-02-14,+234784584533,Nigeria,True,False,2019-08-15
12599,Mrs. Michelle Curtis,2001-09-04,+234882594200,Nigeria,False,False,2022-08-11
12600,Amanda Chang,2007-05-07,+234741433219,Nigeria,True,False,2023-11-10
12601,Jordan Payne,2006-03-24,+234804261822,Nigeria,False,False,2025-08-02
12602,William Garrett,1986-09-24,+254823295556,Kenya,False,False,2024-04-14
12603,Robert Lambert,1980-02-05,+234862186559,Nigeria,False,True,2023-10-25
12604,Laura Nixon,1955-02-20,+234711683378,Nigeria,True,False,2020-04-13
12605,Jamie Esparza,1995-11-19,+233712353099,Ghana,True,True,2024-01-09
12606,Megan Stanley,2006-08-26,+234826129653,Nigeria,True,False,2019-07-10
12607,Robert Hickman,1961-01-26,+234742990607,Nigeria,True,False,2021-10-20
12608,Cynthia Weaver,1966-12-22,+234815451712,Nigeria,True,True,2024-09-26
12609,Yolanda Frazier,1951-01-01,+234766635704,Nigeria,True,True,2019-05-02
12610,Brenda Larsen,2004-07-18,+234727228020,Nigeria,True,True,2022-10-09
12611,Lee Stewart,2003-10-25,+234807755404,Nigeria,True,False,2020-08-28
12612,Eric Hopkins,1955-04-22,+233706224523,Ghana,True,True,2026-04-02
12613,Melanie Bailey,2003-09-03,+233854893275,Ghana,True,True,2021-02-13
12614,Cody Myers,1990-11-07,+234808105385,Nigeria,True,False,2022-09-10
12615,Meredith Martin,2005-07-05,+234726182859,Nigeria,True,False,2023-08-30
12616,Christopher Shaw,1968-06-07,+233850457577,Ghana,True,False,2025-10-01
12617,Briana Perez,1982-11-22,+254707010783,Kenya,False,False,2020-12-24
12618,Lisa Green,1951-04-05,+234837233571,Nigeria,False,False,2023-02-27
12619,Lindsay Johnson,1963-08-04,+234831813682,Nigeria,True,False,2026-06-11
12620,Holly Mendoza,1986-01-16,+233891031656,Ghana,False,True,2021-03-15
12621,Lisa Mendez,1966-08-09,+233808807125,Ghana,True,True,2020-12-27
12622,Margaret Bentley,2007-03-07,+234798299925,Nigeria,False,False,2022-04-02
12623,James Robbins,1965-12-27,+234860984438,Nigeria,False,False,2019-03-29
12624,Thomas Lopez,1976-09-15,+234854432006,Nigeria,False,False,2025-03-10
12625,Erica Robinson,2002-05-13,+234759869252,Nigeria,False,False,2019-09-03
12626,Michael Trevino,1997-09-07,+234855288376,Nigeria,True,True,2020-03-04
12627,James Boyd,1989-09-10,+234813337172,Nigeria,True,False,2025-11-21
12628,Cynthia Grant,1987-11-09,+234803346216,Nigeria,False,False,2024-03-27
12629,Gary White,1955-07-29,+234844664703,Nigeria,False,True,2020-02-16
12630,Thomas Hendrix,1998-03-02,+234823643088,Nigeria,False,False,2019-06-02
12631,Melissa Cain,1975-05-10,+234880191679,Nigeria,True,False,2019-11-07
12632,Elizabeth Parker,2008-05-13,+233836113931,Ghana,False,False,2021-05-19
12633,Kristopher Smith,1969-01-07,+233767566712,Ghana,False,False,2025-06-23
12634,Brian Luna,1997-08-15,+234714450366,Nigeria,True,False,2024-03-09
12635,Tracy Smith,1963-06-04,+233832505580,Ghana,True,False,2019-01-14
12636,Carolyn Sharp,1981-05-04,+233767856938,Ghana,False,True,2021-03-04
12637,Luis Brown,1974-01-05,+234907972713,Nigeria,False,False,2026-03-27
12638,Nicole Burton,1986-08-13,+254783864682,Kenya,True,True,2019-02-02
12639,Benjamin Woodward,1964-10-13,+233905525497,Ghana,True,True,2020-07-31
12640,Michael Rodriguez,1954-02-17,+254709008129,Kenya,False,False,2025-03-09
12641,John Romero,1955-03-05,+254797783246,Kenya,True,True,2021-02-17
12642,Chris Goodwin,1991-03-26,+254769669442,Kenya,True,False,2025-11-26
12643,Kyle Roth,1981-01-24,+234744887964,Nigeria,False,True,2022-03-12
12644,Howard Costa,1961-03-05,+234775876510,Nigeria,True,False,2024-06-15
12645,Joel Schneider,1984-03-08,+234888379737,Nigeria,True,False,2021-10-22
12646,Jessica Mcintosh,1995-03-01,+234812677617,Nigeria,True,False,2019-12-20
12647,Christine Johnson,1962-11-14,+234760701030,Nigeria,True,False,2024-02-20
12648,Brian Hughes,1980-04-22,+234741296943,Nigeria,True,False,2023-06-21
12649,Lisa Thompson,1961-10-02,+254824138376,Kenya,True,True,2026-02-20
12650,Jason Garcia II,1971-03-10,+233889993400,Ghana,True,False,2023-04-21
12651,Steve Bailey,1962-08-17,+234772718138,Nigeria,True,False,2024-06-27
12652,Theresa Hayden,1974-06-04,+234714971172,Nigeria,True,False,2024-07-01
12653,Austin Best,1991-04-07,+233770520868,Ghana,True,False,2021-01-15
12654,Erika George,1990-04-13,+234892845021,Nigeria,False,False,2026-06-29
